ID,BLAST_Name,BLAST_%,Phylum,Class,Order,Family,Genus,BOLD_Species,BOLD_%,Hits_Count,Status
1191-262,"Pythium aff. dissotocum isolate UM302 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.698,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum isolate UM1178 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.698,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum voucher Lev1619 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium oopapillum cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1764 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1836 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.382,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. 5 AA-2018 isolate UM2492 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. 6 AA-2018 isolate UM2493 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.823,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum isolate PC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.554,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum isolate UM382 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.554,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum isolate PB cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.554,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. isolate N18-32 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.817,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W2019 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W2017 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1997 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1916 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1915 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1914 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1913 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1911 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1841 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1787 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1762 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1740 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1710 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1702 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1577 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1567 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1557 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1552 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1551 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1550 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1549 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1548 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1547 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1546 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1545 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1520 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1492 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1488 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1475 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1474 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1473 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1453 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1452 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1171 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W1029 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W994 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W991 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W988 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W987 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W967 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum isolate W734 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",98.088,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum isolate UM1368 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.41,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum voucher Chen 261 cytochrome oxidase subunit 1 (COXI) gene, partial cds; mitochondrial",98.083,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. isolate N18-2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.804,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum isolate S15-164 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. isolate W763 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium dissotocum HRN23DB-16 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum isolate UM427 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium aff. dissotocum isolate UM484 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.122,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum isolate LZU-MsR-P.c1 cytochrome oxidase subunit I (CoxI) gene, partial cds; mitochondrial",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum voucher BR621 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium diclinum voucher CBS66479 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium lutarium voucher CBS22288 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. CAL-2011a voucher CBS22394 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. CAL-2011a voucher CBS75096 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. CAL-2011a voucher ADC0014 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum voucher CBS15464 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium coloratum voucher BR678 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium coloratum voucher BR677 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.794,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium oopapillum voucher CCIBt4098 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",98.206,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. 'cluster B2A' cytochrome c oxidase subunit I (coxI) gene, partial cds; mitochondrial",97.651,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium coloratum voucher Chen 240 cytochrome oxidase subunit 1 (COXI) gene, partial cds; mitochondrial",97.788,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. groupF CAL-2011b voucher BR777 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. isolate W38 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W39 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W77 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W945 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W946 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1434 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1514 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1564 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1568 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1569 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1570 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1572 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1575 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1648 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1667 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1737 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1834 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1842 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1894 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1983 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1984 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W2023 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W2035 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.647,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. CAL-2011a voucher ADC9518 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. CAL-2011a voucher ADC9425 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.647,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium dissotocum voucher DAOM229134 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.647,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum voucher BR726 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium aff. dissotocum voucher BR725 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. groupF CAL-2011b voucher BR739 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. isolate W467 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W1738 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.647,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dictyosporum voucher ADC0116 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium aff. dictyosporum voucher ADC0113 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium cf. dictyosporum voucher ADC0114 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium coloratum voucher BR908 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium coloratum voucher BR176 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. CAL-2011a voucher ADC9989 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",97.647,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. voucher DRG9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.781,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. CLE-2015d cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.368,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium sp. voucher DRG8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",97.633,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
1191-262,"Pythium aff. dissotocum voucher BR907 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium aff. dissotocum voucher BR992 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium coloratum voucher BR323 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium dissotocum voucher CBS16668 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium dissotocum voucher BR127 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial<>Pythium sp. isolate W110 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W113 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W702 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W2012 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial<>Pythium sp. isolate W2013 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",97.5,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium oopapillum,98.44,25.0,Reliable
